METRIC,interlaken_00_f,interlaken_00_g,thun_00_a,zurich_city_05_a,zurich_city_05_b,zurich_city_06_a,zurich_city_07_a,zurich_city_08_a,zurich_city_09_d,zurich_city_10_b,MEAN
_20_mean_prediction_depth,17.615228,15.239587,15.300941,15.927134,15.668129,15.644723,15.585846,14.709122,18.662768,18.299460,16.265294
_20_mean_target_depth,14.497306,14.608203,14.649349,14.931570,14.638626,14.171825,14.639711,14.392946,15.409496,15.176700,14.711573
_20_median_diff,3.087624,1.159336,0.742753,1.236230,1.246159,1.415408,1.313397,0.704072,3.361456,3.346606,1.761304
_20_median_prediction_depth,17.779893,15.486989,15.450762,16.187158,15.869472,15.362633,15.882133,14.728369,18.627305,18.014717,16.338943
_20_median_target_depth,14.783497,14.869134,14.891529,15.420958,14.986322,14.220109,14.967129,14.607524,15.797569,15.371643,14.991541
_20_squ_rel_diff,0.123488,0.055451,0.022623,0.060162,0.070439,0.097529,0.058272,0.058482,0.194541,0.215705,0.095669
_20_threshold_delta_1.25,0.568842,0.791836,0.942488,0.779628,0.758410,0.729111,0.801870,0.778506,0.593974,0.574635,0.731930
_20_threshold_delta_1.25^2,0.901346,0.946335,0.986421,0.941059,0.938296,0.913623,0.947389,0.944126,0.860718,0.838782,0.921810
_20_threshold_delta_1.25^3,0.983548,0.977926,0.995789,0.983750,0.982153,0.968038,0.981005,0.978804,0.948561,0.937171,0.973674
_30_RMS_linear,5.515803,3.599696,3.548912,4.148701,4.012234,5.199288,3.992298,3.780559,6.421591,7.077907,4.729699
_30_RMS_log,0.243800,0.188966,0.143283,0.199308,0.200149,0.244363,0.189403,0.200534,0.263059,0.285153,0.215802
_30_SILog,0.031178,0.038221,0.019341,0.037565,0.036983,0.060572,0.033480,0.045458,0.041365,0.052794,0.039696
_30_abs_rel_diff,0.238271,0.139540,0.107492,0.158917,0.155212,0.200644,0.145748,0.149186,0.242143,0.263938,0.180109
_30_mean_depth_error,4.493108,2.536663,2.102229,2.948646,2.779406,3.570165,2.686061,2.622170,4.710395,5.064487,3.351333
_30_mean_prediction_depth,23.358697,20.603089,19.823931,20.781118,20.636169,20.333093,21.068034,19.487371,24.880752,24.436333,21.540859
_30_mean_target_depth,19.678615,19.242892,18.569219,19.147392,19.100948,18.048437,19.301151,18.388855,20.788880,20.298647,19.256504
_30_median_diff,3.468915,1.512315,0.858923,1.654089,1.620868,1.770061,1.906681,1.053638,3.632460,3.397358,2.087531
_30_median_prediction_depth,23.402039,20.696092,18.970168,20.574695,20.588660,19.217796,21.221227,19.075975,24.725107,23.703208,21.217497
_30_median_target_depth,19.949007,19.275285,18.247434,19.068412,19.015064,17.606378,19.349847,18.125397,21.136173,20.500020,19.227302
_30_squ_rel_diff,0.099363,0.045015,0.031448,0.055616,0.056329,0.095056,0.052052,0.051939,0.143428,0.170128,0.080037
_30_threshold_delta_1.25,0.601806,0.837791,0.913132,0.784826,0.795348,0.718982,0.831920,0.795082,0.677665,0.638436,0.759499
_30_threshold_delta_1.25^2,0.935966,0.964247,0.979943,0.951209,0.955961,0.915510,0.960372,0.956449,0.900783,0.872407,0.939285
_30_threshold_delta_1.25^3,0.989592,0.987396,0.994582,0.988645,0.988573,0.973567,0.987196,0.985638,0.965249,0.954861,0.981530
_RMS_linear,8.939577,6.385178,6.228214,7.100469,6.864878,8.115386,6.834361,6.457995,9.594197,9.689050,7.620930
_RMS_log,0.235644,0.188654,0.170865,0.209950,0.199014,0.246207,0.183033,0.197877,0.233278,0.244129,0.210865
_SILog,0.058042,0.038676,0.030076,0.047805,0.040783,0.066859,0.035424,0.042676,0.056818,0.063909,0.048107
_abs_rel_diff,0.200217,0.134734,0.118236,0.160279,0.146582,0.186869,0.135562,0.145900,0.189555,0.196106,0.161404
_mean_depth_error,6.716637,4.259135,3.673475,4.775943,4.565280,5.473939,4.597591,4.353240,7.069939,7.096751,5.258193
_mean_prediction_depth,35.455659,32.350673,28.360372,29.842582,32.407032,30.000207,34.853467,30.780731,40.097589,40.003554,33.415186
_mean_target_depth,35.565862,32.403444,28.369402,29.842707,32.424079,29.997409,34.995288,30.786771,40.157638,40.039926,33.458253
_median_diff,2.028586,2.016202,1.501121,2.061361,1.754369,2.498178,2.095331,2.377360,2.566681,3.615176,2.251437
_median_prediction_depth,34.227781,30.422206,25.695671,27.638453,30.016220,28.022236,32.986089,28.710260,39.672247,40.810329,31.820149
_median_target_depth,32.703860,28.669991,24.657312,25.905685,28.640306,25.832575,31.243413,26.477811,38.116022,38.696169,30.094314
_squ_rel_diff,0.068749,0.038185,0.032668,0.050911,0.045488,0.073726,0.040046,0.044790,0.078088,0.087925,0.056057
_threshold_delta_1.25,0.649428,0.831169,0.872715,0.759547,0.798387,0.712389,0.833932,0.796226,0.709591,0.703333,0.766672
_threshold_delta_1.25^2,0.940369,0.966986,0.970180,0.948919,0.958563,0.922283,0.970219,0.962808,0.935571,0.918003,0.949390
_threshold_delta_1.25^3,0.990282,0.990461,0.991318,0.987838,0.989665,0.977348,0.991425,0.989747,0.984756,0.978713,0.987155
