METRIC,interlaken_00_f,interlaken_00_g,thun_00_a,zurich_city_05_a,zurich_city_05_b,zurich_city_06_a,zurich_city_07_a,zurich_city_08_a,zurich_city_09_d,zurich_city_10_b,MEAN
_mean_depth_error,5.664000,3.042386,3.127652,2.891566,3.078078,4.435895,3.675530,3.373521,5.925824,5.852370,4.106682
_mean_prediction_depth,35.433723,32.381699,28.304555,29.806665,32.408835,29.987450,35.068251,30.747660,39.998193,39.795429,33.393246
_mean_target_depth,35.539344,32.419505,28.325574,29.814926,32.419252,29.987694,35.103690,30.758873,40.088322,39.897271,33.435445
_median_diff,1.525440,1.351249,1.002636,0.977312,1.044292,1.673882,1.652885,1.520046,2.184452,2.918147,1.585034
_median_prediction_depth,33.231359,29.785664,25.303451,26.356005,29.139951,26.705572,32.662204,27.606208,39.242592,39.227964,30.926097
_median_target_depth,32.696669,28.698828,24.622629,25.896173,28.636639,25.824801,31.367133,26.466721,38.048892,38.514752,30.077324
_squ_rel_diff,0.054083,0.020463,0.025990,0.019305,0.020470,0.053871,0.023421,0.025419,0.048016,0.053592,0.034463
_threshold_delta_1.25,0.724238,0.917191,0.906081,0.915677,0.916820,0.793952,0.899720,0.884562,0.787849,0.767766,0.851385
_threshold_delta_1.25^2,0.947972,0.983264,0.981691,0.988920,0.986910,0.951350,0.984098,0.979730,0.962808,0.951764,0.971851
_threshold_delta_1.25^3,0.993525,0.995258,0.995187,0.997622,0.996764,0.985876,0.995961,0.994681,0.992203,0.990058,0.993713
