METRIC,interlaken_00_f,interlaken_00_g,thun_00_a,zurich_city_05_a,zurich_city_05_b,zurich_city_06_a,zurich_city_07_a,zurich_city_08_a,zurich_city_09_d,zurich_city_10_b,MEAN
_mean_depth_error,7.727454,6.471885,8.827643,9.322074,10.600401,10.760796,7.676310,9.986371,13.372075,14.055225,10.324342
_mean_prediction_depth,35.683554,32.421384,28.413123,29.870990,32.422411,30.023756,35.098384,30.769194,40.297194,40.077248,34.530077
_mean_target_depth,35.724674,32.459853,28.406180,29.861466,32.437705,30.012510,35.148414,30.780339,40.286180,40.073370,34.540969
_median_diff,2.742165,2.769135,4.469410,4.421421,4.088966,5.324290,3.940562,4.235319,3.501262,4.068654,3.923890
_median_prediction_depth,34.832558,30.965721,28.877166,30.136064,32.331363,30.674902,34.998384,30.391594,40.790525,40.375078,34.482466
_median_target_depth,32.839708,28.709164,24.703805,25.919470,28.642553,25.849200,31.380235,26.471133,38.279755,38.728641,31.387387
_squ_rel_diff,0.100012,0.092042,0.256411,0.272842,0.334497,0.438242,0.113561,0.299761,0.453827,0.619695,0.327260
_threshold_delta_1.25,0.567919,0.641548,0.438776,0.439353,0.392841,0.374602,0.605430,0.392755,0.373985,0.367706,0.454012
_threshold_delta_1.25^2,0.895689,0.899657,0.733538,0.741616,0.711978,0.667161,0.871544,0.716385,0.683904,0.658662,0.752068
_threshold_delta_1.25^3,0.973525,0.969003,0.896683,0.893670,0.878379,0.843250,0.961631,0.882082,0.870003,0.846665,0.897556
