METRIC,interlaken_00_f,interlaken_00_g,thun_00_a,zurich_city_05_a,zurich_city_05_b,zurich_city_06_a,zurich_city_07_a,zurich_city_08_a,zurich_city_09_d,zurich_city_10_b,MEAN
_30_threshold_delta_1.25^2,0.920366,0.922107,0.900444,0.898946,0.881416,0.779982,0.907373,0.893258,0.658748,0.526393,0.798201
_30_threshold_delta_1.25^3,0.977695,0.969891,0.976852,0.973441,0.959678,0.909816,0.960606,0.962535,0.892964,0.793365,0.923579
_RMS_linear,9.686263,8.331383,8.676424,9.160657,9.367916,11.263587,8.849736,9.011585,12.978569,14.355069,10.662556
_RMS_log,0.254975,0.270422,0.275566,0.281479,0.286826,0.368122,0.264043,0.280619,0.353778,0.399636,0.314005
_SILog,0.067415,0.080717,0.080773,0.084058,0.084964,0.142662,0.074524,0.082625,0.128569,0.162293,0.105661
_abs_rel_diff,0.213747,0.194505,0.218431,0.222132,0.219197,0.310445,0.190285,0.219381,0.301242,0.361392,0.257048
_mean_depth_error,7.209788,6.024033,6.056488,6.455090,6.614456,8.340957,6.378220,6.368451,10.583633,11.770477,8.075344
_mean_prediction_depth,35.659934,32.570460,28.365670,29.872392,32.447425,30.030064,35.206324,30.813568,40.381981,40.226188,34.592943
_mean_target_depth,35.707304,32.557243,28.373505,29.862282,32.452024,30.018269,35.207914,30.812475,40.345710,40.174221,34.581876
_median_diff,2.587104,3.256526,3.129275,3.180205,2.971157,4.196089,3.834320,3.094396,4.025046,4.310726,3.561161
_median_prediction_depth,34.836418,31.850830,27.384594,28.933869,31.461466,29.649749,35.186842,29.445027,41.382579,41.609029,34.430194
_median_target_depth,32.843565,28.827871,24.633710,25.924782,28.663052,25.857823,31.437993,26.489489,38.347992,38.842513,31.435711
_squ_rel_diff,0.080671,0.071181,0.085236,0.089072,0.097644,0.194487,0.071528,0.104137,0.160578,0.271537,0.136812
_threshold_delta_1.25,0.620714,0.671201,0.627254,0.612624,0.636373,0.491713,0.690555,0.640760,0.454708,0.424176,0.568136
_threshold_delta_1.25^2,0.924409,0.931192,0.896213,0.897066,0.895679,0.802295,0.934270,0.902135,0.820406,0.743115,0.861972
_threshold_delta_1.25^3,0.982745,0.977975,0.969647,0.972871,0.968448,0.926562,0.976895,0.969769,0.955807,0.919031,0.958068
