METRIC,interlaken_00_f,interlaken_00_g,thun_00_a,zurich_city_05_a,zurich_city_05_b,zurich_city_06_a,zurich_city_07_a,zurich_city_08_a,zurich_city_09_d,zurich_city_10_b,MEAN
_mean_depth_error,7.032779,6.416348,6.350290,6.330997,6.965435,8.186442,6.879743,7.537172,11.269827,13.665021,8.063405
_mean_prediction_depth,35.537977,32.366221,28.340510,29.843512,32.376773,29.999777,35.056443,30.759333,40.390673,40.105879,33.477710
_mean_target_depth,35.636726,32.435364,28.355326,29.843268,32.409537,29.997633,35.122480,30.773567,40.350574,40.092514,33.501699
_median_diff,2.480834,2.776073,2.734104,2.620278,2.550370,3.130482,3.087681,2.906327,3.817217,3.945699,3.004907
_median_prediction_depth,34.362371,31.001948,26.912465,28.164621,30.660228,28.314504,33.923490,29.008253,41.571929,40.469468,32.438928
_median_target_depth,32.762957,28.668438,24.624413,25.906630,28.620613,25.829996,31.346965,26.465605,38.335714,38.746215,30.130755
_squ_rel_diff,0.088056,0.085612,0.090622,0.088472,0.101305,0.192542,0.089563,0.145879,0.254712,0.566129,0.170289
_threshold_delta_1.25,0.623460,0.651995,0.611811,0.607932,0.600968,0.500761,0.670567,0.524059,0.462124,0.376608,0.563028
_threshold_delta_1.25^2,0.912149,0.904740,0.905066,0.893091,0.885709,0.790815,0.909897,0.843487,0.777735,0.671519,0.849421
_threshold_delta_1.25^3,0.978129,0.977521,0.974612,0.971901,0.968102,0.920450,0.978403,0.954975,0.922434,0.854799,0.950133
